Municipios;Sexo;Periodo;Total
36034 Neves, As;Total;2019;3.841
36034 Neves, As;Total;2018;3.892
36034 Neves, As;Total;2017;3.968
36034 Neves, As;Total;2016;4.038
36034 Neves, As;Total;2015;4.066
36034 Neves, As;Total;2014;4.121
36034 Neves, As;Total;2013;4.192
36034 Neves, As;Total;2012;4.300
36034 Neves, As;Total;2011;4.400
36034 Neves, As;Total;2010;4.429
36034 Neves, As;Total;2009;4.466
36034 Neves, As;Total;2008;4.471
36034 Neves, As;Total;2007;4.467
36034 Neves, As;Total;2006;4.473
36034 Neves, As;Total;2005;4.377
36034 Neves, As;Total;2004;4.440
36034 Neves, As;Total;2003;4.586
36034 Neves, As;Total;2002;4.695
36034 Neves, As;Total;2001;4.695
36034 Neves, As;Total;2000;4.750
36034 Neves, As;Total;1999;5.027
36034 Neves, As;Total;1998;5.027
36034 Neves, As;Total;1997;""
36034 Neves, As;Total;1996;5.033
36034 Neves, As;Hombres;2020;1.838
36034 Neves, As;Hombres;2019;1.862
36034 Neves, As;Hombres;2018;1.881
36034 Neves, As;Hombres;2017;1.915
36034 Neves, As;Hombres;2016;1.945
36034 Neves, As;Hombres;2015;1.971
36034 Neves, As;Hombres;2014;2.001
36034 Neves, As;Hombres;2013;2.038
36034 Neves, As;Hombres;2012;2.112
36034 Neves, As;Hombres;2011;2.162
36034 Neves, As;Hombres;2010;2.164
36034 Neves, As;Hombres;2009;2.188
36034 Neves, As;Hombres;2008;2.185
36034 Neves, As;Hombres;2007;2.178
36034 Neves, As;Hombres;2006;2.186
36034 Neves, As;Hombres;2005;2.124
36034 Neves, As;Hombres;2004;2.156
36034 Neves, As;Hombres;2003;2.228
36034 Neves, As;Hombres;2002;2.258
36034 Neves, As;Hombres;2001;2.237
36034 Neves, As;Hombres;2000;2.260
36034 Neves, As;Hombres;1999;2.374
36034 Neves, As;Hombres;1998;2.374
36034 Neves, As;Hombres;1997;""
36034 Neves, As;Hombres;1996;2.380
36034 Neves, As;Mujeres;2020;1.965
36034 Neves, As;Mujeres;2019;1.979
36034 Neves, As;Mujeres;2018;2.011
36034 Neves, As;Mujeres;2017;2.053
36034 Neves, As;Mujeres;2016;2.093
36034 Neves, As;Mujeres;2015;2.095
36034 Neves, As;Mujeres;2014;2.120
36034 Neves, As;Mujeres;2013;2.154
36034 Neves, As;Mujeres;2012;2.188
36034 Neves, As;Mujeres;2011;2.238
36034 Neves, As;Mujeres;2010;2.265
36034 Neves, As;Mujeres;2009;2.278
36034 Neves, As;Mujeres;2008;2.286
36034 Neves, As;Mujeres;2007;2.289
36034 Neves, As;Mujeres;2006;2.287
36034 Neves, As;Mujeres;2005;2.253
36034 Neves, As;Mujeres;2004;2.284
36034 Neves, As;Mujeres;2003;2.358
36034 Neves, As;Mujeres;2002;2.437
36034 Neves, As;Mujeres;2001;2.458
36034 Neves, As;Mujeres;2000;2.490
36034 Neves, As;Mujeres;1999;2.653
36034 Neves, As;Mujeres;1998;2.653
36034 Neves, As;Mujeres;1997;""
36034 Neves, As;Mujeres;1996;2.653
36035 Nigrán;Total;2020;17.745
36035 Nigrán;Total;2019;17.675
36035 Nigrán;Total;2018;17.723
36035 Nigrán;Total;2017;17.622
36035 Nigrán;Total;2016;17.593
36035 Nigrán;Total;2015;17.619
36035 Nigrán;Total;2014;17.715
36035 Nigrán;Total;2013;17.738
36035 Nigrán;Total;2012;17.840
36035 Nigrán;Total;2011;17.879
36035 Nigrán;Total;2010;17.909
36035 Nigrán;Total;2009;18.021
36035 Nigrán;Total;2008;17.869
36035 Nigrán;Total;2007;17.668
36035 Nigrán;Total;2006;17.631
36035 Nigrán;Total;2005;17.281
36035 Nigrán;Total;2004;16.894
36035 Nigrán;Total;2003;16.806
36035 Nigrán;Total;2002;16.684
36035 Nigrán;Total;2001;16.302
36035 Nigrán;Total;2000;15.905
36035 Nigrán;Total;1999;15.647
36035 Nigrán;Total;1998;15.422
36035 Nigrán;Total;1997;""
36035 Nigrán;Total;1996;15.197
36035 Nigrán;Hombres;2020;8.710
36035 Nigrán;Hombres;2019;8.680
36035 Nigrán;Hombres;2018;8.701
36035 Nigrán;Hombres;2017;8.647
36035 Nigrán;Hombres;2016;8.622
36035 Nigrán;Hombres;2015;8.660
36035 Nigrán;Hombres;2014;8.684
36035 Nigrán;Hombres;2013;8.706
36035 Nigrán;Hombres;2012;8.797
36035 Nigrán;Hombres;2011;8.765
36035 Nigrán;Hombres;2010;8.804
36035 Nigrán;Hombres;2009;8.875
36035 Nigrán;Hombres;2008;8.873
36035 Nigrán;Hombres;2007;8.764
36035 Nigrán;Hombres;2006;8.717
36035 Nigrán;Hombres;2005;8.577
36035 Nigrán;Hombres;2004;8.340
36035 Nigrán;Hombres;2003;8.227
36035 Nigrán;Hombres;2002;8.170
36035 Nigrán;Hombres;2001;7.985
36035 Nigrán;Hombres;2000;7.769
36035 Nigrán;Hombres;1999;7.644
36035 Nigrán;Hombres;1998;7.540
36035 Nigrán;Hombres;1997;""
36035 Nigrán;Hombres;1996;7.433
36035 Nigrán;Mujeres;2020;9.035
36035 Nigrán;Mujeres;2019;8.995
36035 Nigrán;Mujeres;2018;9.022
36035 Nigrán;Mujeres;2017;8.975
36035 Nigrán;Mujeres;2016;8.971
36035 Nigrán;Mujeres;2015;8.959
36035 Nigrán;Mujeres;2014;9.031
36035 Nigrán;Mujeres;2013;9.032
36035 Nigrán;Mujeres;2012;9.043
36035 Nigrán;Mujeres;2011;9.114
36035 Nigrán;Mujeres;2010;9.105
36035 Nigrán;Mujeres;2009;9.146
36035 Nigrán;Mujeres;2008;8.996
36035 Nigrán;Mujeres;2007;8.904
36035 Nigrán;Mujeres;2006;8.914
36035 Nigrán;Mujeres;2005;8.704
36035 Nigrán;Mujeres;2004;8.554
36035 Nigrán;Mujeres;2003;8.579
36035 Nigrán;Mujeres;2002;8.514
36035 Nigrán;Mujeres;2001;8.317
36035 Nigrán;Mujeres;2000;8.136
36035 Nigrán;Mujeres;1999;8.003
36035 Nigrán;Mujeres;1998;7.882
36035 Nigrán;Mujeres;1997;""
36035 Nigrán;Mujeres;1996;7.764
36036 Oia;Total;2020;3.049
36036 Oia;Total;2019;3.053
36036 Oia;Total;2018;3.018
36036 Oia;Total;2017;3.004
36036 Oia;Total;2016;3.002
36036 Oia;Total;2015;3.008
36036 Oia;Total;2014;3.042
36036 Oia;Total;2013;3.094
36036 Oia;Total;2012;3.101
36036 Oia;Total;2011;3.179
36036 Oia;Total;2010;3.197
36036 Oia;Total;2009;3.227
36036 Oia;Total;2008;3.192
36036 Oia;Total;2007;3.159
36036 Oia;Total;2006;3.140
36036 Oia;Total;2005;3.038
36036 Oia;Total;2004;2.912
36036 Oia;Total;2003;2.903
36036 Oia;Total;2002;2.906
36036 Oia;Total;2001;2.921
36036 Oia;Total;2000;2.925
36036 Oia;Total;1999;2.956
36036 Oia;Total;1998;2.956
36036 Oia;Total;1997;""
36036 Oia;Total;1996;3.156
36036 Oia;Hombres;2020;1.510
36036 Oia;Hombres;2019;1.521
36036 Oia;Hombres;2018;1.513
36036 Oia;Hombres;2017;1.498
36036 Oia;Hombres;2016;1.513
36036 Oia;Hombres;2015;1.511
36036 Oia;Hombres;2014;1.518
36036 Oia;Hombres;2013;1.547
36036 Oia;Hombres;2012;1.556
36036 Oia;Hombres;2011;1.600
36036 Oia;Hombres;2010;1.615
36036 Oia;Hombres;2009;1.622
36036 Oia;Hombres;2008;1.634
36036 Oia;Hombres;2007;1.614
36036 Oia;Hombres;2006;1.609
36036 Oia;Hombres;2005;1.534
36036 Oia;Hombres;2004;1.473
36036 Oia;Hombres;2003;1.458
36036 Oia;Hombres;2002;1.456
36036 Oia;Hombres;2001;1.455
36036 Oia;Hombres;2000;1.454
36036 Oia;Hombres;1999;1.468
36036 Oia;Hombres;1998;1.468
36036 Oia;Hombres;1997;""
36036 Oia;Hombres;1996;1.566
36036 Oia;Mujeres;2020;1.539
36036 Oia;Mujeres;2019;1.532
36036 Oia;Mujeres;2018;1.505
36036 Oia;Mujeres;2017;1.506
36036 Oia;Mujeres;2016;1.489
36036 Oia;Mujeres;2015;1.497
36036 Oia;Mujeres;2014;1.524
36036 Oia;Mujeres;2013;1.547
36036 Oia;Mujeres;2012;1.545
36036 Oia;Mujeres;2011;1.579
36036 Oia;Mujeres;2010;1.582
36036 Oia;Mujeres;2009;1.605
36036 Oia;Mujeres;2008;1.558
36036 Oia;Mujeres;2007;1.545
36036 Oia;Mujeres;2006;1.531
36036 Oia;Mujeres;2005;1.504
36036 Oia;Mujeres;2004;1.439
36036 Oia;Mujeres;2003;1.445
36036 Oia;Mujeres;2002;1.450
36036 Oia;Mujeres;2001;1.466
36036 Oia;Mujeres;2000;1.471
36036 Oia;Mujeres;1999;1.488
36036 Oia;Mujeres;1998;1.488
36036 Oia;Mujeres;1997;""
36036 Oia;Mujeres;1996;1.590
36037 Pazos de Borbén;Total;2020;2.965
36037 Pazos de Borbén;Total;2019;2.999
36037 Pazos de Borbén;Total;2018;2.980
36037 Pazos de Borbén;Total;2017;2.991
36037 Pazos de Borbén;Total;2016;3.004
36037 Pazos de Borbén;Total;2015;3.067
36037 Pazos de Borbén;Total;2014;3.075
36037 Pazos de Borbén;Total;2013;3.113
36037 Pazos de Borbén;Total;2012;3.170
36037 Pazos de Borbén;Total;2011;3.192
36037 Pazos de Borbén;Total;2010;3.159
36037 Pazos de Borbén;Total;2009;3.170
36037 Pazos de Borbén;Total;2008;3.178
36037 Pazos de Borbén;Total;2007;3.145
36037 Pazos de Borbén;Total;2006;3.179
36037 Pazos de Borbén;Total;2005;3.160
36037 Pazos de Borbén;Total;2004;3.161
36037 Pazos de Borbén;Total;2003;3.034
36037 Pazos de Borbén;Total;2002;3.070
36037 Pazos de Borbén;Total;2001;3.089
36037 Pazos de Borbén;Total;2000;3.111
36037 Pazos de Borbén;Total;1999;3.202
36037 Pazos de Borbén;Total;1998;3.202
36037 Pazos de Borbén;Total;1997;""
36037 Pazos de Borbén;Total;1996;3.285
36037 Pazos de Borbén;Hombres;2020;1.455
36037 Pazos de Borbén;Hombres;2019;1.471
36037 Pazos de Borbén;Hombres;2018;1.461
36037 Pazos de Borbén;Hombres;2017;1.450
36037 Pazos de Borbén;Hombres;2016;1.450
36037 Pazos de Borbén;Hombres;2015;1.494
36037 Pazos de Borbén;Hombres;2014;1.483
36037 Pazos de Borbén;Hombres;2013;1.495
36037 Pazos de Borbén;Hombres;2012;1.523
36037 Pazos de Borbén;Hombres;2011;1.530
36037 Pazos de Borbén;Hombres;2010;1.502
36037 Pazos de Borbén;Hombres;2009;1.510
36037 Pazos de Borbén;Hombres;2008;1.493
36037 Pazos de Borbén;Hombres;2007;1.474
36037 Pazos de Borbén;Hombres;2006;1.482
36037 Pazos de Borbén;Hombres;2005;1.484
36037 Pazos de Borbén;Hombres;2004;1.479
36037 Pazos de Borbén;Hombres;2003;1.413
36037 Pazos de Borbén;Hombres;2002;1.418
36037 Pazos de Borbén;Hombres;2001;1.418
36037 Pazos de Borbén;Hombres;2000;1.437
36037 Pazos de Borbén;Hombres;1999;1.488
36037 Pazos de Borbén;Hombres;1998;1.488
36037 Pazos de Borbén;Hombres;1997;""
36037 Pazos de Borbén;Hombres;1996;1.535
36037 Pazos de Borbén;Mujeres;2020;1.510
36037 Pazos de Borbén;Mujeres;2019;1.528
36037 Pazos de Borbén;Mujeres;2018;1.519
36037 Pazos de Borbén;Mujeres;2017;1.541
36037 Pazos de Borbén;Mujeres;2016;1.554
36037 Pazos de Borbén;Mujeres;2015;1.573
36037 Pazos de Borbén;Mujeres;2014;1.592
36037 Pazos de Borbén;Mujeres;2013;1.618
36037 Pazos de Borbén;Mujeres;2012;1.647
36037 Pazos de Borbén;Mujeres;2011;1.662
36037 Pazos de Borbén;Mujeres;2010;1.657
36037 Pazos de Borbén;Mujeres;2009;1.660
36037 Pazos de Borbén;Mujeres;2008;1.685
36037 Pazos de Borbén;Mujeres;2007;1.671
36037 Pazos de Borbén;Mujeres;2006;1.697
36037 Pazos de Borbén;Mujeres;2005;1.676
36037 Pazos de Borbén;Mujeres;2004;1.682
36037 Pazos de Borbén;Mujeres;2003;1.621
36037 Pazos de Borbén;Mujeres;2002;1.652
36037 Pazos de Borbén;Mujeres;2001;1.671
36037 Pazos de Borbén;Mujeres;2000;1.674
36037 Pazos de Borbén;Mujeres;1999;1.714
36037 Pazos de Borbén;Mujeres;1998;1.714
36037 Pazos de Borbén;Mujeres;1997;""
36037 Pazos de Borbén;Mujeres;1996;1.750
36041 Poio;Total;2020;17.073
36041 Poio;Total;2019;17.082
36041 Poio;Total;2018;17.018
36041 Poio;Total;2017;16.871
36041 Poio;Total;2016;16.901
36041 Poio;Total;2015;16.842
36041 Poio;Total;2014;16.794
36041 Poio;Total;2013;16.767
36041 Poio;Total;2012;16.642
36041 Poio;Total;2011;16.501
36041 Poio;Total;2010;16.309
36041 Poio;Total;2009;16.043
36041 Poio;Total;2008;15.842
36041 Poio;Total;2007;15.456
36041 Poio;Total;2006;15.201
36041 Poio;Total;2005;14.889
36041 Poio;Total;2004;14.651
36041 Poio;Total;2003;14.588
36041 Poio;Total;2002;14.394
36041 Poio;Total;2001;14.291
36041 Poio;Total;2000;14.037
36041 Poio;Total;1999;13.843
36041 Poio;Total;1998;13.802
36041 Poio;Total;1997;""
36041 Poio;Total;1996;13.683
36041 Poio;Hombres;2020;8.462
36041 Poio;Hombres;2019;8.487
36041 Poio;Hombres;2018;8.441
36041 Poio;Hombres;2017;8.355
36041 Poio;Hombres;2016;8.355
36041 Poio;Hombres;2015;8.326
36041 Poio;Hombres;2014;8.325
36041 Poio;Hombres;2013;8.302
36041 Poio;Hombres;2012;8.223
36041 Poio;Hombres;2011;8.131
36041 Poio;Hombres;2010;8.048
36041 Poio;Hombres;2009;7.903
36041 Poio;Hombres;2008;7.806
36041 Poio;Hombres;2007;7.598
36041 Poio;Hombres;2006;7.496
36041 Poio;Hombres;2005;7.328
36041 Poio;Hombres;2004;7.185
36041 Poio;Hombres;2003;7.126
36041 Poio;Hombres;2002;6.989
36041 Poio;Hombres;2001;6.936
36041 Poio;Hombres;2000;6.807
36041 Poio;Hombres;1999;6.705
36041 Poio;Hombres;1998;6.688
36041 Poio;Hombres;1997;""
36041 Poio;Hombres;1996;6.633
36041 Poio;Mujeres;2020;8.611
36041 Poio;Mujeres;2019;8.595
36041 Poio;Mujeres;2018;8.577
36041 Poio;Mujeres;2017;8.516
36041 Poio;Mujeres;2016;8.546
36041 Poio;Mujeres;2015;8.516
36041 Poio;Mujeres;2014;8.469
36041 Poio;Mujeres;2013;8.465
36041 Poio;Mujeres;2012;8.419
36041 Poio;Mujeres;2011;8.370
36041 Poio;Mujeres;2010;8.261
36041 Poio;Mujeres;2009;8.140
36041 Poio;Mujeres;2008;8.036
36041 Poio;Mujeres;2007;7.858
36041 Poio;Mujeres;2006;7.705
36041 Poio;Mujeres;2005;7.561
36041 Poio;Mujeres;2004;7.466
36041 Poio;Mujeres;2003;7.462
36041 Poio;Mujeres;2002;7.405
36041 Poio;Mujeres;2001;7.355
36041 Poio;Mujeres;2000;7.230
36041 Poio;Mujeres;1999;7.138
36041 Poio;Mujeres;1998;7.114
36041 Poio;Mujeres;1997;""
36041 Poio;Mujeres;1996;7.050
36043 Ponte Caldelas;Total;2020;5.533
36043 Ponte Caldelas;Total;2019;5.494
36043 Ponte Caldelas;Total;2018;5.491
36043 Ponte Caldelas;Total;2017;5.562
36043 Ponte Caldelas;Total;2016;5.573
36043 Ponte Caldelas;Total;2015;5.540
36043 Ponte Caldelas;Total;2014;5.625
36043 Ponte Caldelas;Total;2013;5.668
36043 Ponte Caldelas;Total;2012;5.739
36043 Ponte Caldelas;Total;2011;6.319
36043 Ponte Caldelas;Total;2010;6.371
36043 Ponte Caldelas;Total;2009;6.422
36043 Ponte Caldelas;Total;2008;6.469
36043 Ponte Caldelas;Total;2007;6.487
36043 Ponte Caldelas;Total;2006;6.513
36043 Ponte Caldelas;Total;2005;6.515
36043 Ponte Caldelas;Total;2004;6.393
36043 Ponte Caldelas;Total;2003;6.390
36043 Ponte Caldelas;Total;2002;6.292
36043 Ponte Caldelas;Total;2001;6.390
36043 Ponte Caldelas;Total;2000;6.501
36043 Ponte Caldelas;Total;1999;6.547
36043 Ponte Caldelas;Total;1998;6.648
36043 Ponte Caldelas;Total;1997;""
36043 Ponte Caldelas;Total;1996;6.963
36043 Ponte Caldelas;Hombres;2020;2.670
36043 Ponte Caldelas;Hombres;2019;2.670
36043 Ponte Caldelas;Hombres;2018;2.642
36043 Ponte Caldelas;Hombres;2017;2.676
36043 Ponte Caldelas;Hombres;2016;2.705
36043 Ponte Caldelas;Hombres;2015;2.691
36043 Ponte Caldelas;Hombres;2014;2.728
36043 Ponte Caldelas;Hombres;2013;2.755
36043 Ponte Caldelas;Hombres;2012;2.781
36043 Ponte Caldelas;Hombres;2011;3.077
36043 Ponte Caldelas;Hombres;2010;3.077
36043 Ponte Caldelas;Hombres;2009;3.098
36043 Ponte Caldelas;Hombres;2008;3.150
36043 Ponte Caldelas;Hombres;2007;3.159
36043 Ponte Caldelas;Hombres;2006;3.185
36043 Ponte Caldelas;Hombres;2005;3.185
36043 Ponte Caldelas;Hombres;2004;3.074
36043 Ponte Caldelas;Hombres;2003;3.055
36043 Ponte Caldelas;Hombres;2002;2.980
36043 Ponte Caldelas;Hombres;2001;3.029
36043 Ponte Caldelas;Hombres;2000;3.073
36043 Ponte Caldelas;Hombres;1999;3.081
36043 Ponte Caldelas;Hombres;1998;3.137
36043 Ponte Caldelas;Hombres;1997;""
36043 Ponte Caldelas;Hombres;1996;3.252
36043 Ponte Caldelas;Mujeres;2020;2.863
36043 Ponte Caldelas;Mujeres;2019;2.824
36043 Ponte Caldelas;Mujeres;2018;2.849
36043 Ponte Caldelas;Mujeres;2017;2.886
36043 Ponte Caldelas;Mujeres;2016;2.868
36043 Ponte Caldelas;Mujeres;2015;2.849
36043 Ponte Caldelas;Mujeres;2014;2.897
36043 Ponte Caldelas;Mujeres;2013;2.913
36043 Ponte Caldelas;Mujeres;2012;2.958
36043 Ponte Caldelas;Mujeres;2011;3.242
36043 Ponte Caldelas;Mujeres;2010;3.294
36043 Ponte Caldelas;Mujeres;2009;3.324
36043 Ponte Caldelas;Mujeres;2008;3.319
36043 Ponte Caldelas;Mujeres;2007;3.328
36043 Ponte Caldelas;Mujeres;2006;3.328
36043 Ponte Caldelas;Mujeres;2005;3.330
36043 Ponte Caldelas;Mujeres;2004;3.319
36043 Ponte Caldelas;Mujeres;2003;3.335
36043 Ponte Caldelas;Mujeres;2002;3.312
36043 Ponte Caldelas;Mujeres;2001;3.361
36043 Ponte Caldelas;Mujeres;2000;3.428
36043 Ponte Caldelas;Mujeres;1999;3.466
36043 Ponte Caldelas;Mujeres;1998;3.511
36043 Ponte Caldelas;Mujeres;1997;""
36043 Ponte Caldelas;Mujeres;1996;3.711
36042 Ponteareas;Total;2020;22.940
36042 Ponteareas;Total;2019;22.877
36042 Ponteareas;Total;2018;22.854
36042 Ponteareas;Total;2017;22.893
36042 Ponteareas;Total;2016;22.963
36042 Ponteareas;Total;2015;22.990
36042 Ponteareas;Total;2014;23.115
36042 Ponteareas;Total;2013;23.326
36042 Ponteareas;Total;2012;23.409
36042 Ponteareas;Total;2011;23.561
36042 Ponteareas;Total;2010;23.316
36042 Ponteareas;Total;2009;23.172
36042 Ponteareas;Total;2008;22.750
36042 Ponteareas;Total;2007;22.411
36042 Ponteareas;Total;2006;21.993
36042 Ponteareas;Total;2005;21.378
36042 Ponteareas;Total;2004;21.049
36042 Ponteareas;Total;2003;20.432
36042 Ponteareas;Total;2002;19.475
36042 Ponteareas;Total;2001;18.844
36042 Ponteareas;Total;2000;18.322
36042 Ponteareas;Total;1999;17.938
36042 Ponteareas;Total;1998;17.136
36042 Ponteareas;Total;1997;""
36042 Ponteareas;Total;1996;17.360
36042 Ponteareas;Hombres;2020;11.121
36042 Ponteareas;Hombres;2019;11.068
36042 Ponteareas;Hombres;2018;11.091
36042 Ponteareas;Hombres;2017;11.146
36042 Ponteareas;Hombres;2016;11.186
36042 Ponteareas;Hombres;2015;11.214
36042 Ponteareas;Hombres;2014;11.283
36042 Ponteareas;Hombres;2013;11.403
36042 Ponteareas;Hombres;2012;11.437
36042 Ponteareas;Hombres;2011;11.493
36042 Ponteareas;Hombres;2010;11.377
36042 Ponteareas;Hombres;2009;11.325
36042 Ponteareas;Hombres;2008;11.160
36042 Ponteareas;Hombres;2007;10.983
36042 Ponteareas;Hombres;2006;10.734
36042 Ponteareas;Hombres;2005;10.411
36042 Ponteareas;Hombres;2004;10.214
36042 Ponteareas;Hombres;2003;9.877
36042 Ponteareas;Hombres;2002;9.396
36042 Ponteareas;Hombres;2001;9.064
36042 Ponteareas;Hombres;2000;8.814
36042 Ponteareas;Hombres;1999;8.609
36042 Ponteareas;Hombres;1998;8.152
36042 Ponteareas;Hombres;1997;""
36042 Ponteareas;Hombres;1996;8.301
36042 Ponteareas;Mujeres;2020;11.819
36042 Ponteareas;Mujeres;2019;11.809
36042 Ponteareas;Mujeres;2018;11.763
36042 Ponteareas;Mujeres;2017;11.747
36042 Ponteareas;Mujeres;2016;11.777
36042 Ponteareas;Mujeres;2015;11.776
36042 Ponteareas;Mujeres;2014;11.832
36042 Ponteareas;Mujeres;2013;11.923
36042 Ponteareas;Mujeres;2012;11.972
36042 Ponteareas;Mujeres;2011;12.068
36042 Ponteareas;Mujeres;2010;11.939
36042 Ponteareas;Mujeres;2009;11.847
36042 Ponteareas;Mujeres;2008;11.590
36042 Ponteareas;Mujeres;2007;11.428
36042 Ponteareas;Mujeres;2006;11.259
36042 Ponteareas;Mujeres;2005;10.967
36042 Ponteareas;Mujeres;2004;10.835
36042 Ponteareas;Mujeres;2003;10.555
36042 Ponteareas;Mujeres;2002;10.079
36042 Ponteareas;Mujeres;2001;9.780
36042 Ponteareas;Mujeres;2000;9.508
36042 Ponteareas;Mujeres;1999;9.329
36042 Ponteareas;Mujeres;1998;8.984
36042 Ponteareas;Mujeres;1997;""
36042 Ponteareas;Mujeres;1996;9.059
36044 Pontecesures;Total;2020;3.053
36044 Pontecesures;Total;2019;3.052
36044 Pontecesures;Total;2018;3.037
36044 Pontecesures;Total;2017;3.037
36044 Pontecesures;Total;2016;3.040
36044 Pontecesures;Total;2015;3.062
36044 Pontecesures;Total;2014;3.092
36044 Pontecesures;Total;2013;3.113
36044 Pontecesures;Total;2012;3.123
36044 Pontecesures;Total;2011;3.136
36044 Pontecesures;Total;2010;3.143
36044 Pontecesures;Total;2009;3.145
36044 Pontecesures;Total;2008;3.116
36044 Pontecesures;Total;2007;3.139
36044 Pontecesures;Total;2006;3.120
36044 Pontecesures;Total;2005;3.101
36044 Pontecesures;Total;2004;3.028
36044 Pontecesures;Total;2003;3.062
36044 Pontecesures;Total;2002;3.026
36044 Pontecesures;Total;2001;2.973
36044 Pontecesures;Total;2000;2.984
36044 Pontecesures;Total;1999;2.981
36044 Pontecesures;Total;1998;2.963
36044 Pontecesures;Total;1997;""
36044 Pontecesures;Total;1996;2.881
36044 Pontecesures;Hombres;2020;1.504
36044 Pontecesures;Hombres;2019;1.512
36044 Pontecesures;Hombres;2018;1.505
36044 Pontecesures;Hombres;2017;1.512
36044 Pontecesures;Hombres;2016;1.515
36044 Pontecesures;Hombres;2015;1.532
36044 Pontecesures;Hombres;2014;1.566
36044 Pontecesures;Hombres;2013;1.577
36044 Pontecesures;Hombres;2012;1.581
36044 Pontecesures;Hombres;2011;1.585
36044 Pontecesures;Hombres;2010;1.584
36044 Pontecesures;Hombres;2009;1.570
36044 Pontecesures;Hombres;2008;1.548
36044 Pontecesures;Hombres;2007;1.564
36044 Pontecesures;Hombres;2006;1.543
36044 Pontecesures;Hombres;2005;1.534
36044 Pontecesures;Hombres;2004;1.493
36044 Pontecesures;Hombres;2003;1.514
36044 Pontecesures;Hombres;2002;1.496
36044 Pontecesures;Hombres;2001;1.468
36044 Pontecesures;Hombres;2000;1.477
36044 Pontecesures;Hombres;1999;1.491
36044 Pontecesures;Hombres;1998;1.471
36044 Pontecesures;Hombres;1997;""
36044 Pontecesures;Hombres;1996;1.416
36044 Pontecesures;Mujeres;2020;1.549
36044 Pontecesures;Mujeres;2019;1.540
36044 Pontecesures;Mujeres;2018;1.532
36044 Pontecesures;Mujeres;2017;1.525
36044 Pontecesures;Mujeres;2016;1.525
36044 Pontecesures;Mujeres;2015;1.530
36044 Pontecesures;Mujeres;2014;1.526
36044 Pontecesures;Mujeres;2013;1.536
36044 Pontecesures;Mujeres;2012;1.542
36044 Pontecesures;Mujeres;2011;1.551
36044 Pontecesures;Mujeres;2010;1.559
36044 Pontecesures;Mujeres;2009;1.575
36044 Pontecesures;Mujeres;2008;1.568
36044 Pontecesures;Mujeres;2007;1.575
36044 Pontecesures;Mujeres;2006;1.577
36044 Pontecesures;Mujeres;2005;1.567
36044 Pontecesures;Mujeres;2004;1.535
36044 Pontecesures;Mujeres;2003;1.548
36044 Pontecesures;Mujeres;2002;1.530
36044 Pontecesures;Mujeres;2001;1.505
36044 Pontecesures;Mujeres;2000;1.507
36044 Pontecesures;Mujeres;1999;1.490
36044 Pontecesures;Mujeres;1998;1.492
36044 Pontecesures;Mujeres;1997;""
36044 Pontecesures;Mujeres;1996;1.465
36038 Pontevedra;Total;2020;83.260
36038 Pontevedra;Total;2019;83.029
36038 Pontevedra;Total;2018;82.802
36038 Pontevedra;Total;2017;82.671
36038 Pontevedra;Total;2016;82.549
36038 Pontevedra;Total;2015;82.539
36038 Pontevedra;Total;2014;82.946
36038 Pontevedra;Total;2013;82.934
36038 Pontevedra;Total;2012;82.684
36038 Pontevedra;Total;2011;82.400
36038 Pontevedra;Total;2010;81.981
36038 Pontevedra;Total;2009;81.576
36038 Pontevedra;Total;2008;80.749
36038 Pontevedra;Total;2007;80.202
36038 Pontevedra;Total;2006;80.096
36038 Pontevedra;Total;2005;79.372
36038 Pontevedra;Total;2004;78.715
36038 Pontevedra;Total;2003;77.993
36038 Pontevedra;Total;2002;76.798
36038 Pontevedra;Total;2001;75.864
36038 Pontevedra;Total;2000;75.212
36038 Pontevedra;Total;1999;74.139
36038 Pontevedra;Total;1998;73.871
36038 Pontevedra;Total;1997;""
36038 Pontevedra;Total;1996;74.287
36038 Pontevedra;Hombres;2020;39.344
36038 Pontevedra;Hombres;2019;39.300
36038 Pontevedra;Hombres;2018;39.189
36038 Pontevedra;Hombres;2017;39.194
36038 Pontevedra;Hombres;2016;39.080
36038 Pontevedra;Hombres;2015;39.074
36038 Pontevedra;Hombres;2014;39.345
36038 Pontevedra;Hombres;2013;39.345
36038 Pontevedra;Hombres;2012;39.242
36038 Pontevedra;Hombres;2011;39.074
36038 Pontevedra;Hombres;2010;38.759
36038 Pontevedra;Hombres;2009;38.662
36038 Pontevedra;Hombres;2008;38.469
36038 Pontevedra;Hombres;2007;38.196
36038 Pontevedra;Hombres;2006;38.075
36038 Pontevedra;Hombres;2005;37.737
36038 Pontevedra;Hombres;2004;37.390
36038 Pontevedra;Hombres;2003;37.060
36038 Pontevedra;Hombres;2002;36.311
36038 Pontevedra;Hombres;2001;35.864
36038 Pontevedra;Hombres;2000;35.585
36038 Pontevedra;Hombres;1999;35.052
36038 Pontevedra;Hombres;1998;34.924
36038 Pontevedra;Hombres;1997;""
36038 Pontevedra;Hombres;1996;35.183
36038 Pontevedra;Mujeres;2020;43.916
36038 Pontevedra;Mujeres;2019;43.729
36038 Pontevedra;Mujeres;2018;43.613
36038 Pontevedra;Mujeres;2017;43.477
36038 Pontevedra;Mujeres;2016;43.469
36038 Pontevedra;Mujeres;2015;43.465
